1	3.06	5.74
1.05	3.01	5.55
1.1	2.97	5.38
1.15	2.91	5.24
1.2	2.85	5.1
1.25	2.8	4.97
1.3	2.74	4.85
1.35	2.69	4.73
1.4	2.65	4.63
1.45	2.59	4.55
1.5	2.53	4.47
1.55	2.48	4.38
1.6	2.43	4.31
1.65	2.36	4.25
1.7	2.28	4.18
1.75	2.21	4.09
1.8	2.14	4
1.85	2.08	3.91
1.9	2.02	3.82
1.95	1.98	3.74
2	1.93	3.65
2.1	1.85	3.48
2.2	1.8	3.33
2.3	1.75	3.19
2.4	1.71	3.06
2.5	1.67	2.93
2.6	1.66	2.81
2.7	1.64	2.71
2.8	1.62	2.61
2.9	1.62	2.52
3	1.61	2.44
3.1	1.61	2.36
3.2	1.61	2.3
3.3	1.61	2.23
3.4	1.62	2.17
3.5	1.63	2.11
3.6	1.64	2.07
3.7	1.66	2.02
3.8	1.69	1.99
3.9	1.72	1.98
4	1.73	1.98
4.1	1.74	1.99
4.2	1.74	2.01
4.3	1.73	2.03
4.4	1.71	2.06
4.5	1.67	2.07
4.6	1.63	2.09
4.7	1.59	2.1
4.8	1.53	2.11
4.9	1.47	2.11
5	1.4	2.1
5.1	1.33	2.07
5.2	1.27	2.04
5.3	1.21	1.99
5.4	1.16	1.94
5.5	1.12	1.88
5.6	1.09	1.83
5.7	1.06	1.78
5.8	1.04	1.73
5.9	1.02	1.67
6.2	1	1.54
6.4	1.01	1.46
6.6	1.01	1.4
6.8	1.02	1.35
7	1.03	1.3
7.2	1.03	1.27
7.4	1.03	1.24
7.6	1.02	1.21
7.8	1.02	1.18
8	1.01	1.15
8.2	1	1.13
8.4	0.992	1.11
8.6	0.981	1.08
8.8	0.972	1.05
9	0.966	1.01
9.2	0.959	0.987
9.4	0.954	0.957
9.6	0.949	0.927
9.8	0.948	0.895
10	0.946	0.867
10.2	0.948	0.833
10.4	0.951	0.8
10.6	0.974	0.759
10.8	0.993	0.747
11	1.01	0.727
11.25	1.04	0.717
11.5	1.05	0.715
11.75	1.07	0.714
12	1.07	0.715
12.25	1.07	0.712
12.5	1.08	0.709
12.75	1.08	0.709
13	1.08	0.706
13.25	1.08	0.706
13.5	1.07	0.705
13.75	1.07	0.704
14	1.07	0.707
14.25	1.05	0.705
14.5	1.05	0.703
14.75	1.04	0.704
15	1.03	0.7
15.25	1.02	0.694
15.5	1.01	0.687
15.75	1	0.68
16	0.993	0.674
16.5	0.975	0.66
17	0.959	0.643
17.5	0.941	0.628
18	0.924	0.606
18.5	0.912	0.582
19	0.904	0.56
19.5	0.896	0.537
20	0.894	0.513
20.5	0.893	0.493
21	0.898	0.471
21.5	0.906	0.458
22	0.909	0.451
22.5	0.911	0.443
23	0.915	0.436
23.5	0.911	0.438
24	0.905	0.431
