1	3.14	4.32
1.05	3.11	4.19
1.1	3.05	4.04
1.15	3.02	3.83
1.2	3	3.64
1.25	3.05	3.39
1.3	3.12	3.24
1.35	3.2	3.07
1.4	3.29	2.96
1.45	3.38	2.85
1.5	3.48	2.79
1.55	3.56	2.73
1.6	3.67	2.68
1.65	3.78	2.72
1.7	3.84	2.78
1.75	3.85	2.86
1.8	3.82	2.91
1.85	3.76	2.95
1.9	3.7	2.94
1.95	3.65	2.92
2	3.6	2.89
2.05	3.57	2.86
2.1	3.54	2.84
2.15	3.51	2.81
2.2	3.49	2.75
2.25	3.5	2.73
2.3	3.5	2.72
2.35	3.48	2.72
2.4	3.45	2.72
2.45	3.42	2.71
2.5	3.38	2.68
2.55	3.35	2.64
2.6	3.34	2.62
2.65	3.32	2.59
2.7	3.31	2.55
2.75	3.31	2.53
2.8	3.3	2.49
2.85	3.31	2.47
2.9	3.32	2.45
2.95	3.33	2.43
3	3.35	2.42
3.05	3.37	2.42
3.1	3.39	2.41
3.15	3.41	2.43
3.2	3.43	2.45
3.25	3.45	2.49
3.3	3.45	2.55
3.35	3.43	2.6
3.4	3.39	2.66
3.45	3.32	2.7
3.5	3.24	2.7
3.55	3.18	2.69
3.6	3.13	2.67
3.65	3.09	2.65
3.7	3.05	2.62
3.75	3.02	2.6
3.8	2.99	2.56
3.85	2.98	2.53
3.9	2.96	2.5
3.95	2.95	2.46
4	2.95	2.43
4.1	2.97	2.37
4.2	3.01	2.33
4.3	3.07	2.31
4.4	3.13	2.32
4.5	3.19	2.35
4.6	3.24	2.41
4.7	3.29	2.48
4.8	3.33	2.57
4.9	3.37	2.68
5	3.4	2.85
5.1	3.38	3.05
5.2	3.27	3.27
5.3	3.11	3.43
5.4	2.92	3.58
5.5	2.68	3.68
5.6	2.43	3.7
5.7	2.2	3.67
5.8	2	3.61
5.9	1.83	3.52
6	1.7	3.42
6.1	1.58	3.33
6.2	1.47	3.24
6.3	1.38	3.14
6.4	1.31	3.04
6.5	1.26	2.95
6.6	1.21	2.87
6.7	1.16	2.78
6.8	1.12	2.7
6.9	1.09	2.63
7	1.06	2.56
7.1	1.04	2.49
7.2	1.01	2.43
7.3	0.993	2.36
7.4	0.979	2.29
7.5	0.964	2.24
7.6	0.95	2.18
7.7	0.937	2.12
7.8	0.93	2.06
7.9	0.932	2
8	0.937	1.95
8.1	0.935	1.91
8.2	0.935	1.86
8.3	0.943	1.81
8.4	0.956	1.76
8.5	0.973	1.73
8.6	0.986	1.7
8.7	0.999	1.67
8.8	1.01	1.65
8.9	1.02	1.63
9	1.01	1.6
9.1	1.02	1.57
9.2	1.02	1.55
9.3	1.03	1.52
9.4	1.03	1.5
9.5	1.04	1.47
9.6	1.05	1.44
9.7	1.07	1.41
9.8	1.09	1.38
9.9	1.11	1.36
10	1.13	1.34
10.1	1.16	1.33
10.2	1.19	1.33
10.3	1.22	1.33
10.4	1.24	1.33
10.5	1.26	1.34
10.6	1.28	1.36
10.7	1.28	1.38
10.8	1.29	1.39
10.9	1.29	1.41
11	1.28	1.42
11.1	1.28	1.43
11.2	1.27	1.44
11.3	1.26	1.45
11.4	1.25	1.46
11.5	1.24	1.47
11.6	1.22	1.48
11.7	1.21	1.48
11.8	1.2	1.48
11.9	1.18	1.48
12	1.16	1.48
12.2	1.13	1.48
12.4	1.1	1.47
12.6	1.07	1.46
12.8	1.04	1.44
13	1.01	1.42
13.2	0.984	1.4
13.4	0.962	1.37
13.6	0.941	1.35
13.8	0.923	1.32
14	0.913	1.28
14.2	0.906	1.25
14.4	0.901	1.23
14.6	0.9	1.2
14.8	0.904	1.17
15	0.917	1.14
15.2	0.933	1.13
15.4	0.951	1.12
15.6	0.966	1.12
15.8	0.976	1.13
16	0.981	1.14
16.2	0.98	1.15
