33 9 7
65
-1040.000000 -260.000000 -477.500000
-975.000000 -260.000000 -477.500000
-910.000000 -260.000000 -477.500000
-845.000000 -260.000000 -477.500000
-780.000000 -260.000000 -477.500000
-715.000000 -260.000000 -477.500000
-650.000000 -260.000000 -477.500000
-585.000000 -260.000000 -477.500000
-520.000000 -260.000000 -477.500000
-455.000000 -260.000000 -477.500000
-390.000000 -260.000000 -477.500000
-325.000000 -260.000000 -477.500000
-260.000000 -260.000000 -477.500000
-195.000000 -260.000000 -477.500000
-130.000000 -260.000000 -477.500000
-65.000000 -260.000000 -477.500000
0.000000 -260.000000 -477.500000
65.000000 -260.000000 -477.500000
130.000000 -260.000000 -477.500000
195.000000 -260.000000 -477.500000
260.000000 -260.000000 -477.500000
325.000000 -260.000000 -477.500000
390.000000 -260.000000 -477.500000
455.000000 -260.000000 -477.500000
520.000000 -260.000000 -477.500000
585.000000 -260.000000 -477.500000
650.000000 -260.000000 -477.500000
715.000000 -260.000000 -477.500000
780.000000 -260.000000 -477.500000
845.000000 -260.000000 -477.500000
910.000000 -260.000000 -477.500000
975.000000 -260.000000 -477.500000
1040.000000 -260.000000 -477.500000
-1040.000000 -195.000000 -477.500000
-975.000000 -195.000000 -477.500000
-910.000000 -195.000000 -477.500000
-845.000000 -195.000000 -477.500000
-780.000000 -195.000000 -477.500000
-715.000000 -195.000000 -477.500000
-650.000000 -195.000000 -477.500000
-585.000000 -195.000000 -477.500000
-520.000000 -195.000000 -477.500000
-455.000000 -195.000000 -477.500000
-390.000000 -195.000000 -477.500000
-325.000000 -195.000000 -477.500000
-260.000000 -195.000000 -477.500000
-195.000000 -195.000000 -477.500000
-130.000000 -195.000000 -477.500000
-65.000000 -195.000000 -477.500000
0.000000 -195.000000 -477.500000
65.000000 -195.000000 -477.500000
130.000000 -195.000000 -477.500000
195.000000 -195.000000 -477.500000
260.000000 -195.000000 -477.500000
325.000000 -195.000000 -477.500000
390.000000 -195.000000 -477.500000
455.000000 -195.000000 -477.500000
520.000000 -195.000000 -477.500000
585.000000 -195.000000 -477.500000
650.000000 -195.000000 -477.500000
715.000000 -195.000000 -477.500000
780.000000 -195.000000 -477.500000
845.000000 -195.000000 -477.500000
910.000000 -195.000000 -477.500000
975.000000 -195.000000 -477.500000
1040.000000 -195.000000 -477.500000
-1040.000000 -130.000000 -477.500000
-975.000000 -130.000000 -477.500000
-910.000000 -130.000000 -477.500000
-845.000000 -130.000000 -477.500000
-780.000000 -130.000000 -477.500000
-715.000000 -130.000000 -477.500000
-650.000000 -130.000000 -477.500000
-585.000000 -130.000000 -477.500000
-520.000000 -130.000000 -477.500000
-455.000000 -130.000000 -477.500000
-390.000000 -130.000000 -477.500000
-325.000000 -130.000000 -477.500000
-260.000000 -130.000000 -477.500000
-195.000000 -130.000000 -477.500000
-130.000000 -130.000000 -477.500000
-65.000000 -130.000000 -477.500000
0.000000 -130.000000 -477.500000
65.000000 -130.000000 -477.500000
130.000000 -130.000000 -477.500000
195.000000 -130.000000 -477.500000
260.000000 -130.000000 -477.500000
325.000000 -130.000000 -477.500000
390.000000 -130.000000 -477.500000
455.000000 -130.000000 -477.500000
520.000000 -130.000000 -477.500000
585.000000 -130.000000 -477.500000
650.000000 -130.000000 -477.500000
715.000000 -130.000000 -477.500000
780.000000 -130.000000 -477.500000
845.000000 -130.000000 -477.500000
910.000000 -130.000000 -477.500000
975.000000 -130.000000 -477.500000
1040.000000 -130.000000 -477.500000
-1040.000000 -65.000000 -477.500000
-975.000000 -65.000000 -477.500000
-910.000000 -65.000000 -477.500000
-845.000000 -65.000000 -477.500000
-780.000000 -65.000000 -477.500000
-715.000000 -65.000000 -477.500000
-650.000000 -65.000000 -477.500000
-585.000000 -65.000000 -477.500000
-520.000000 -65.000000 -477.500000
-455.000000 -65.000000 -477.500000
-390.000000 -65.000000 -477.500000
-325.000000 -65.000000 -477.500000
-260.000000 -65.000000 -477.500000
-195.000000 -65.000000 -477.500000
-130.000000 -65.000000 -477.500000
-65.000000 -65.000000 -477.500000
0.000000 -65.000000 -477.500000
65.000000 -65.000000 -477.500000
130.000000 -65.000000 -477.500000
195.000000 -65.000000 -477.500000
260.000000 -65.000000 -477.500000
325.000000 -65.000000 -477.500000
390.000000 -65.000000 -477.500000
455.000000 -65.000000 -477.500000
520.000000 -65.000000 -477.500000
585.000000 -65.000000 -477.500000
650.000000 -65.000000 -477.500000
715.000000 -65.000000 -477.500000
780.000000 -65.000000 -477.500000
845.000000 -65.000000 -477.500000
910.000000 -65.000000 -477.500000
975.000000 -65.000000 -477.500000
1040.000000 -65.000000 -477.500000
-1040.000000 0.000000 -477.500000
-975.000000 0.000000 -477.500000
-910.000000 0.000000 -477.500000
-845.000000 0.000000 -477.500000
-780.000000 0.000000 -477.500000
-715.000000 0.000000 -477.500000
-650.000000 0.000000 -477.500000
-585.000000 0.000000 -477.500000
-520.000000 0.000000 -477.500000
-455.000000 0.000000 -477.500000
-390.000000 0.000000 -477.500000
-325.000000 0.000000 -477.500000
-260.000000 0.000000 -477.500000
-195.000000 0.000000 -477.500000
-130.000000 0.000000 -477.500000
-65.000000 0.000000 -477.500000
0.000000 0.000000 -477.500000
65.000000 0.000000 -477.500000
130.000000 0.000000 -477.500000
195.000000 0.000000 -477.500000
260.000000 0.000000 -477.500000
325.000000 0.000000 -477.500000
390.000000 0.000000 -477.500000
455.000000 0.000000 -477.500000
520.000000 0.000000 -477.500000
585.000000 0.000000 -477.500000
650.000000 0.000000 -477.500000
715.000000 0.000000 -477.500000
780.000000 0.000000 -477.500000
845.000000 0.000000 -477.500000
910.000000 0.000000 -477.500000
975.000000 0.000000 -477.500000
1040.000000 0.000000 -477.500000
-1040.000000 65.000000 -477.500000
-975.000000 65.000000 -477.500000
-910.000000 65.000000 -477.500000
-845.000000 65.000000 -477.500000
-780.000000 65.000000 -477.500000
-715.000000 65.000000 -477.500000
-650.000000 65.000000 -477.500000
-585.000000 65.000000 -477.500000
-520.000000 65.000000 -477.500000
-455.000000 65.000000 -477.500000
-390.000000 65.000000 -477.500000
-325.000000 65.000000 -477.500000
-260.000000 65.000000 -477.500000
-195.000000 65.000000 -477.500000
-130.000000 65.000000 -477.500000
-65.000000 65.000000 -477.500000
0.000000 65.000000 -477.500000
65.000000 65.000000 -477.500000
130.000000 65.000000 -477.500000
195.000000 65.000000 -477.500000
260.000000 65.000000 -477.500000
325.000000 65.000000 -477.500000
390.000000 65.000000 -477.500000
455.000000 65.000000 -477.500000
520.000000 65.000000 -477.500000
585.000000 65.000000 -477.500000
650.000000 65.000000 -477.500000
715.000000 65.000000 -477.500000
780.000000 65.000000 -477.500000
845.000000 65.000000 -477.500000
910.000000 65.000000 -477.500000
975.000000 65.000000 -477.500000
1040.000000 65.000000 -477.500000
-1040.000000 130.000000 -477.500000
-975.000000 130.000000 -477.500000
-910.000000 130.000000 -477.500000
-845.000000 130.000000 -477.500000
-780.000000 130.000000 -477.500000
-715.000000 130.000000 -477.500000
-650.000000 130.000000 -477.500000
-585.000000 130.000000 -477.500000
-520.000000 130.000000 -477.500000
-455.000000 130.000000 -477.500000
-390.000000 130.000000 -477.500000
-325.000000 130.000000 -477.500000
-260.000000 130.000000 -477.500000
-195.000000 130.000000 -477.500000
-130.000000 130.000000 -477.500000
-65.000000 130.000000 -477.500000
0.000000 130.000000 -477.500000
65.000000 130.000000 -477.500000
130.000000 130.000000 -477.500000
195.000000 130.000000 -477.500000
260.000000 130.000000 -477.500000
325.000000 130.000000 -477.500000
390.000000 130.000000 -477.500000
455.000000 130.000000 -477.500000
520.000000 130.000000 -477.500000
585.000000 130.000000 -477.500000
650.000000 130.000000 -477.500000
715.000000 130.000000 -477.500000
780.000000 130.000000 -477.500000
845.000000 130.000000 -477.500000
910.000000 130.000000 -477.500000
975.000000 130.000000 -477.500000
1040.000000 130.000000 -477.500000
-1040.000000 195.000000 -477.500000
-975.000000 195.000000 -477.500000
-910.000000 195.000000 -477.500000
-845.000000 195.000000 -477.500000
-780.000000 195.000000 -477.500000
-715.000000 195.000000 -477.500000
-650.000000 195.000000 -477.500000
-585.000000 195.000000 -477.500000
-520.000000 195.000000 -477.500000
-455.000000 195.000000 -477.500000
-390.000000 195.000000 -477.500000
-325.000000 195.000000 -477.500000
-260.000000 195.000000 -477.500000
-195.000000 195.000000 -477.500000
-130.000000 195.000000 -477.500000
-65.000000 195.000000 -477.500000
0.000000 195.000000 -477.500000
65.000000 195.000000 -477.500000
130.000000 195.000000 -477.500000
195.000000 195.000000 -477.500000
260.000000 195.000000 -477.500000
325.000000 195.000000 -477.500000
390.000000 195.000000 -477.500000
455.000000 195.000000 -477.500000
520.000000 195.000000 -477.500000
585.000000 195.000000 -477.500000
650.000000 195.000000 -477.500000
715.000000 195.000000 -477.500000
780.000000 195.000000 -477.500000
845.000000 195.000000 -477.500000
910.000000 195.000000 -477.500000
975.000000 195.000000 -477.500000
